#Meteo hourly data
#Site, Solcast_site_16.377522_49.101445
#Country, Czechia
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 49.1014
#Longitude, 16.3775
#Altitude, 212
#Time Zone, 1.0
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
2021,8,12,15,0,26.1,109,11.2,12.9,203,436,264,467,2.63,0.0,982.7,168,1.2,0.17,54
2021,8,12,16,0,25.8,97,33.8,13.1,221,39,15,236,2.67,0.0,982.6,150,1.3,0.17,64
2021,8,12,17,0,24.8,85,33.7,14.1,122,39,13,134,2.76,0.0,982.6,145,1.6,0.17,74
2021,8,12,18,0,22.5,74,26.6,14.5,40,67,9,48,2.83,0.0,982.6,141,1.6,0.17,83
2021,8,12,19,0,20.6,63,73.3,13.7,1,0,0,1,2.83,0.0,982.9,120,1.4,0.17,92
2021,8,12,20,0,19.5,51,61.9,13.3,0,0,0,0,2.83,0.0,983.3,91,1.4,0.17,101
2021,8,12,21,0,18.6,38,60.4,13.2,0,0,0,0,2.8,0.0,983.4,74,1.5,0.17,108
2021,8,12,22,0,17.9,23,80.7,13.0,0,0,0,0,2.75,0.0,983.5,61,1.4,0.17,113
2021,8,12,23,0,17.5,8,77.3,12.8,0,0,0,0,2.7,0.0,983.6,48,1.3,0.17,115
2021,8,13,0,0,17.1,-8,38.4,12.6,0,0,0,0,2.67,0.0,983.6,39,1.3,0.17,115
2021,8,13,1,0,16.7,-24,29.9,12.4,0,0,0,0,2.64,0.0,983.6,36,1.2,0.17,113
2021,8,13,2,0,16.5,-38,52.1,12.3,0,0,0,0,2.62,0.0,983.6,37,1.1,0.17,107
2021,8,13,3,0,16.2,-51,43.9,12.1,0,0,0,0,2.56,0.0,983.5,43,1.1,0.17,101
2021,8,13,4,0,16.0,-63,63.5,11.9,1,0,0,1,2.51,0.0,983.4,52,1.1,0.17,92
2021,8,13,5,0,16.7,-75,10.3,12.3,39,152,23,62,2.54,0.0,983.5,55,1.0,0.17,83
2021,8,13,6,0,18.3,-86,0.0,12.7,85,407,118,203,2.57,0.0,983.6,76,1.0,0.17,74
2021,8,13,7,0,20.2,-97,0.0,13.0,118,560,248,367,2.54,0.0,983.8,121,1.2,0.17,64
2021,8,13,8,0,22.0,-110,0.0,13.4,144,647,378,521,2.51,0.0,984.2,152,1.6,0.17,54
2021,8,13,9,0,23.6,-125,0.0,13.9,159,704,492,651,2.5,0.0,984.3,153,1.9,0.17,46
2021,8,13,10,0,25.1,-144,0.0,14.2,154,763,596,749,2.52,0.0,984.1,156,2.0,0.17,39
2021,8,13,11,0,26.6,-168,0.0,14.5,150,789,648,798,2.61,0.0,984.0,175,1.9,0.17,35
2021,8,13,12,0,27.6,167,0.0,14.5,146,793,651,797,2.68,0.0,983.9,199,1.9,0.17,35
2021,8,13,13,0,28.3,144,0.0,14.7,146,769,598,745,2.8,0.0,983.7,220,2.0,0.17,39
2021,8,13,14,0,28.7,125,0.0,15.0,141,729,507,648,2.97,0.0,983.2,207,1.6,0.17,46
2021,8,13,15,0,28.9,110,0.0,15.3,130,666,386,516,3.16,0.0,982.7,171,1.7,0.17,55
2021,8,13,16,0,28.1,97,4.2,16.0,133,478,214,346,3.27,0.0,982.5,156,2.0,0.17,64
2021,8,13,17,0,26.0,85,14.3,16.8,113,200,49,163,3.27,0.0,982.4,150,1.9,0.17,74
2021,8,13,18,0,23.4,74,18.7,16.8,37,105,16,53,3.25,0.0,982.4,159,1.6,0.17,84
2021,8,13,19,0,21.2,63,36.9,16.5,1,0,0,1,3.25,0.0,982.7,186,1.1,0.17,93
2021,8,13,20,0,20.1,51,29.5,16.3,0,0,0,0,3.33,0.0,983.0,222,0.3,0.17,101
2021,8,13,21,0,19.7,38,7.5,16.3,0,0,0,0,3.29,0.0,983.2,13,0.6,0.17,108
2021,8,13,22,0,19.2,23,5.8,16.2,0,0,0,0,3.25,0.0,983.3,1,0.9,0.17,113
2021,8,13,23,0,18.9,8,20.8,16.0,0,0,0,0,3.34,0.0,983.3,358,0.5,0.17,116
2021,8,14,0,0,18.7,-8,0.1,16.1,0,0,0,0,3.29,0.0,983.0,303,0.1,0.17,115
2021,8,14,1,0,18.6,-24,8.2,16.2,0,0,0,0,3.11,0.0,982.6,261,0.3,0.17,113
2021,8,14,2,0,18.5,-38,49.3,16.3,0,0,0,0,3.04,0.0,982.4,269,0.6,0.17,108
2021,8,14,3,0,18.4,-52,0.1,16.3,0,0,0,0,2.95,0.0,982.4,275,0.8,0.17,101
2021,8,14,4,0,18.3,-64,9.2,16.4,1,0,0,1,2.79,0.0,982.4,272,1.0,0.17,93
2021,8,14,5,0,18.9,-75,8.4,16.8,40,131,20,59,2.67,0.0,982.6,277,0.9,0.17,83
2021,8,14,6,0,20.6,-86,0.0,17.4,84,408,116,201,2.65,0.0,982.9,283,0.8,0.17,74
2021,8,14,7,0,22.7,-97,0.0,17.8,119,553,243,362,2.68,0.0,983.1,281,0.9,0.17,64
2021,8,14,8,0,24.7,-110,0.0,17.9,143,643,374,517,2.71,0.0,983.0,277,1.2,0.17,55
2021,8,14,9,0,26.6,-125,0.2,17.5,159,699,486,645,2.71,0.0,982.8,265,1.7,0.17,46
2021,8,14,10,0,28.1,-145,29.4,16.6,429,124,92,522,2.69,0.0,982.5,257,2.3,0.17,39
2021,8,14,11,0,29.4,-168,32.9,15.3,481,61,50,531,2.66,0.0,982.1,259,2.8,0.17,35
2021,8,14,12,0,30.3,167,56.9,14.1,337,3,2,340,2.69,0.0,981.7,263,3.3,0.17,35
2021,8,14,13,0,30.6,144,20.2,13.7,384,268,208,591,2.77,0.0,981.3,271,3.4,0.17,39
2021,8,14,14,0,30.7,125,28.2,13.5,382,120,84,467,2.83,0.0,980.8,287,3.4,0.17,46
2021,8,14,15,0,30.4,110,32.1,13.7,323,50,28,351,2.91,0.0,980.4,303,3.3,0.17,55
2021,8,14,16,0,29.7,97,15.3,14.5,187,286,123,310,2.92,0.0,980.1,318,3.1,0.17,64
2021,8,14,17,0,28.2,86,7.2,15.7,97,355,91,188,2.85,0.0,979.8,336,2.4,0.17,74
2021,8,14,18,0,25.7,75,9.2,15.7,31,214,30,61,2.83,0.0,979.7,355,1.9,0.17,84
2021,8,14,19,0,23.7,63,0.1,14.8,1,2,0,1,2.84,0.0,979.7,2,1.8,0.17,93
2021,8,14,20,0,22.6,51,0.3,14.5,0,0,0,0,2.8,0.0,979.9,357,1.8,0.17,101
2021,8,14,21,0,21.8,38,1.6,14.4,0,0,0,0,2.79,0.0,979.8,356,1.8,0.17,108
2021,8,14,22,0,21.2,23,0.0,14.3,0,0,0,0,2.77,0.0,979.6,356,1.8,0.17,113
2021,8,14,23,0,20.7,8,0.0,14.3,0,0,0,0,2.74,0.0,979.4,353,1.8,0.17,116
2021,8,15,0,0,20.4,-8,1.3,14.2,0,0,0,0,2.73,0.0,979.1,346,1.7,0.17,116
2021,8,15,1,0,20.2,-24,6.0,14.2,0,0,0,0,2.72,0.0,978.9,337,1.6,0.17,113
2021,8,15,2,0,19.9,-39,0.0,14.2,0,0,0,0,2.7,0.0,978.6,330,1.3,0.17,108
2021,8,15,3,0,19.5,-52,0.0,14.2,0,0,0,0,2.66,0.0,978.3,329,1.0,0.17,101
2021,8,15,4,0,19.1,-64,0.0,14.1,1,3,0,1,2.62,0.0,978.1,326,0.8,0.17,93
2021,8,15,5,0,19.7,-75,6.4,14.6,42,130,18,60,2.57,0.0,978.1,322,0.7,0.17,84
2021,8,15,6,0,21.4,-86,0.0,14.9,72,486,137,209,2.52,0.0,978.2,315,0.8,0.17,74
2021,8,15,7,0,23.6,-98,0.0,14.9,100,621,271,371,2.53,0.0,978.2,296,0.8,0.17,64
2021,8,15,8,0,25.6,-111,0.0,15.2,122,694,401,523,2.63,0.0,978.1,284,0.8,0.17,55
2021,8,15,9,0,27.4,-126,0.8,15.3,149,717,496,645,2.72,0.0,977.9,283,0.7,0.17,46
2021,8,15,10,0,28.9,-145,2.9,15.1,187,687,533,720,2.8,0.0,977.6,255,0.6,0.17,39
2021,8,15,11,0,29.9,-168,2.0,15.0,183,719,587,770,2.91,0.0,977.2,226,1.0,0.17,35
2021,8,15,12,0,30.3,167,0.0,14.8,151,777,633,784,2.96,0.0,976.7,224,1.6,0.17,35
2021,8,15,13,0,30.6,144,0.0,14.6,137,779,601,738,2.97,0.0,976.1,220,2.0,0.17,40
2021,8,15,14,0,30.9,125,14.7,14.5,254,423,300,555,3.02,0.0,975.5,216,1.6,0.17,46
2021,8,15,15,0,30.7,110,20.4,14.6,254,276,152,407,3.12,0.0,975.0,181,1.6,0.17,55
2021,8,15,16,0,29.7,97,72.8,15.5,102,2,1,103,3.28,0.0,974.6,163,2.3,0.17,65
2021,8,15,17,0,26.8,86,25.7,16.7,98,153,38,136,3.42,0.0,974.6,166,2.4,0.17,74
2021,8,15,18,0,23.4,75,35.4,17.4,34,92,14,47,3.3,0.0,974.5,149,1.3,0.17,84
2021,8,15,19,0,21.1,63,97.0,17.7,0,0,0,0,3.21,0.0,974.5,75,1.6,0.17,93
2021,8,15,20,0,20.2,51,95.3,17.6,0,0,0,0,3.31,0.0,974.6,74,1.5,0.17,102
2021,8,15,21,0,20.2,38,94.4,17.5,0,0,0,0,3.31,0.0,974.2,56,0.7,0.17,108
2021,8,15,22,0,20.1,23,96.9,17.3,0,0,0,0,3.35,0.0,973.9,81,0.3,0.17,113
2021,8,15,23,0,19.8,8,95.5,17.2,0,0,0,0,3.41,0.0,973.5,171,0.6,0.17,116
2021,8,16,0,0,19.4,-8,93.6,17.1,0,0,0,0,3.48,0.0,973.3,231,0.5,0.16,116
2021,8,16,1,0,19.0,-24,31.4,17.1,0,0,0,0,3.5,0.0,973.4,284,0.7,0.16,113
2021,8,16,2,0,18.7,-39,37.4,16.9,0,0,0,0,3.31,0.0,973.2,256,0.5,0.16,108
2021,8,16,3,0,18.4,-52,24.6,16.7,0,0,0,0,3.13,0.0,972.8,194,1.1,0.16,101
2021,8,16,4,0,17.9,-64,19.2,16.4,1,0,0,1,3.14,0.0,972.6,196,1.6,0.16,93
2021,8,16,5,0,18.1,-75,22.8,16.5,38,0,0,38,3.16,0.0,972.8,217,1.7,0.16,84
2021,8,16,6,0,19.5,-86,13.6,16.6,100,226,67,167,3.13,0.0,972.9,224,2.0,0.16,74
2021,8,16,7,0,21.1,-98,29.3,16.5,225,40,18,242,3.12,0.0,973.1,226,2.7,0.16,64
2021,8,16,8,0,22.8,-111,11.8,16.3,256,319,185,440,3.07,0.0,973.1,233,2.9,0.16,55
2021,8,16,9,0,24.7,-126,6.0,16.2,236,513,356,593,2.98,0.0,973.1,242,2.7,0.16,46
2021,8,16,10,0,26.5,-145,21.6,16.0,342,292,227,568,3.0,0.0,972.9,250,2.8,0.16,40
2021,8,16,11,0,28.0,-168,7.1,15.5,281,533,432,713,3.19,0.0,972.5,258,3.0,0.16,36
2021,8,16,12,0,28.8,167,28.0,14.9,495,65,53,548,3.39,0.0,972.1,263,3.6,0.16,36
2021,8,16,13,0,28.9,144,54.3,14.4,326,0,0,326,3.54,0.0,971.7,266,3.8,0.16,40
2021,8,16,14,0,27.8,125,70.9,14.8,178,0,0,178,3.63,0.0,971.3,264,2.9,0.16,47
2021,8,16,15,0,26.2,110,85.8,15.6,68,0,0,68,3.6,0.0,970.9,256,2.0,0.16,55
2021,8,16,16,0,24.6,97,73.8,16.2,79,0,0,79,3.67,0.0,970.9,248,3.9,0.16,65
2021,8,16,17,0,21.3,86,57.0,17.0,73,0,0,73,3.76,0.0,971.3,254,4.7,0.16,75
2021,8,16,18,0,18.5,75,54.7,17.0,23,0,0,23,3.78,0.0,971.1,270,4.1,0.16,84
2021,8,16,19,0,17.7,64,96.8,16.6,0,0,0,0,3.82,0.0,971.3,299,5.0,0.16,94
2021,8,16,20,0,16.9,51,96.9,15.8,0,0,0,0,3.7,0.0,972.1,301,6.4,0.16,102
2021,8,16,21,0,16.2,38,96.9,14.5,0,0,0,0,3.37,0.0,973.5,288,7.3,0.16,109
2021,8,16,22,0,15.9,24,96.9,13.9,0,0,0,0,3.15,0.0,974.4,286,6.7,0.16,114
2021,8,16,23,0,15.8,8,95.6,13.9,0,0,0,0,3.13,0.0,974.3,274,4.8,0.16,116
2021,8,17,0,0,15.9,-8,91.5,14.0,0,0,0,0,3.1,0.0,974.0,264,4.0,0.17,116
2021,8,17,1,0,15.9,-24,92.6,13.8,0,0,0,0,3.05,0.0,973.3,277,3.9,0.17,114
2021,8,17,2,0,15.7,-39,96.0,13.5,0,0,0,0,3.05,0.0,973.1,283,4.4,0.17,109
2021,8,17,3,0,14.9,-52,94.7,12.7,0,0,0,0,3.02,0.0,973.9,303,5.6,0.17,102
2021,8,17,4,0,13.6,-64,92.5,11.4,0,0,0,0,2.83,0.0,974.6,319,6.1,0.17,93
2021,8,17,5,0,12.7,-76,79.3,10.4,14,0,0,14,2.59,0.0,975.3,317,5.5,0.17,84
2021,8,17,6,0,12.6,-87,83.5,9.6,37,0,0,37,2.17,0.0,976.3,309,5.6,0.17,74
2021,8,17,7,0,13.3,-98,69.8,9.4,119,0,0,119,1.61,0.0,977.1,300,5.6,0.17,65
2021,8,17,8,0,14.5,-111,19.0,9.0,180,455,272,453,1.43,0.0,977.6,296,6.4,0.17,55
2021,8,17,9,0,15.9,-126,19.8,8.4,204,497,334,538,1.54,0.0,978.1,296,7.2,0.17,47
2021,8,17,10,0,16.9,-145,24.0,8.5,410,217,166,575,1.6,0.0,978.5,296,7.5,0.17,40
2021,8,17,11,0,17.1,-168,52.7,8.3,379,1,1,380,1.58,0.0,978.7,298,7.1,0.17,36
2021,8,17,12,0,17.2,167,56.9,7.9,347,0,0,347,1.56,0.0,978.7,301,6.1,0.17,36
2021,8,17,13,0,17.2,144,50.8,7.8,369,0,0,369,1.58,0.0,978.6,302,5.5,0.17,40
2021,8,17,14,0,17.4,126,38.3,7.8,381,33,22,404,1.63,0.0,978.6,302,5.6,0.17,47
2021,8,17,15,0,17.1,110,28.4,8.1,295,132,75,371,1.7,0.0,978.7,308,5.5,0.17,56
2021,8,17,16,0,16.5,98,23.4,8.4,225,120,48,273,1.76,0.0,978.7,312,5.0,0.17,65
2021,8,17,17,0,15.9,86,14.8,8.5,104,227,63,167,1.78,0.0,978.5,309,4.6,0.17,75
2021,8,17,18,0,14.6,75,67.2,8.3,21,1,0,21,1.78,0.0,978.4,304,3.7,0.17,85
2021,8,17,19,0,13.0,64,91.1,7.8,0,0,0,0,1.8,0.0,978.8,289,2.9,0.17,94
2021,8,17,20,0,12.2,52,81.5,7.6,0,0,0,0,1.76,0.0,978.9,277,2.3,0.17,102
2021,8,17,21,0,12.2,38,79.1,7.5,0,0,0,0,1.7,0.0,979.0,272,2.5,0.17,109
2021,8,17,22,0,12.2,24,84.9,7.4,0,0,0,0,1.73,0.0,979.4,273,3.1,0.17,114
2021,8,17,23,0,11.6,8,93.4,7.3,0,0,0,0,1.76,0.0,979.3,275,2.9,0.17,117
2021,8,18,0,0,11.7,-9,85.3,7.5,0,0,0,0,1.82,0.0,978.9,276,2.7,0.17,117
2021,8,18,1,0,11.8,-24,81.7,8.0,0,0,0,0,1.95,0.0,978.5,277,2.5,0.17,114
2021,8,18,2,0,11.9,-39,86.0,8.3,0,0,0,0,2.03,0.0,978.3,277,3.0,0.17,109
2021,8,18,3,0,12.0,-52,78.0,8.4,0,0,0,0,2.05,0.0,978.2,275,3.5,0.17,102
2021,8,18,4,0,12.1,-64,88.1,8.3,0,0,0,0,2.08,0.0,978.1,274,3.6,0.17,93
2021,8,18,5,0,12.4,-76,61.8,8.4,26,30,6,32,2.05,0.0,978.1,273,3.7,0.17,84
2021,8,18,6,0,12.5,-87,26.5,8.8,115,148,36,151,1.99,0.0,978.4,270,3.9,0.17,75
2021,8,18,7,0,12.8,-98,45.4,9.1,197,6,2,199,1.92,0.0,978.6,267,4.1,0.17,65
2021,8,18,8,0,13.8,-111,37.6,9.3,307,47,27,334,1.84,0.0,978.8,271,4.3,0.17,55
2021,8,18,9,0,15.8,-127,33.9,9.3,374,95,63,436,1.79,0.0,978.7,284,4.7,0.17,47
2021,8,18,10,0,17.2,-146,40.7,9.5,408,55,43,451,1.82,0.0,978.4,292,5.1,0.17,40
2021,8,18,11,0,17.7,-168,37.0,9.5,470,46,37,507,1.86,0.0,978.2,294,5.0,0.17,36
2021,8,18,12,0,18.2,167,34.0,9.4,482,60,48,530,1.87,0.0,978.0,287,4.6,0.17,36
2021,8,18,13,0,18.5,144,45.5,9.5,384,34,26,411,1.84,0.0,977.8,278,4.6,0.17,40
2021,8,18,14,0,18.9,126,31.3,9.5,335,173,119,454,1.83,0.0,977.5,279,4.5,0.17,47
2021,8,18,15,0,18.8,111,62.1,9.7,196,0,0,196,1.86,0.0,977.4,276,4.0,0.17,56
2021,8,18,16,0,18.3,98,47.9,10.2,191,0,0,191,1.89,0.0,977.3,270,3.1,0.17,65
2021,8,18,17,0,18.1,86,41.1,10.8,112,0,0,112,1.99,0.0,977.0,261,2.2,0.17,75
2021,8,18,18,0,16.9,75,38.8,10.9,36,5,1,37,2.13,0.0,977.0,258,2.2,0.17,85
2021,8,18,19,0,15.1,64,46.3,10.6,0,0,0,0,2.24,0.0,977.4,275,2.4,0.17,94
2021,8,18,20,0,13.8,52,37.2,10.6,0,0,0,0,2.36,0.0,977.8,284,2.3,0.17,102
2021,8,18,21,0,13.0,38,5.6,10.5,0,0,0,0,2.44,0.0,978.0,284,2.1,0.17,109
2021,8,18,22,0,12.6,24,16.6,10.4,0,0,0,0,2.41,0.0,978.2,280,2.0,0.17,114
2021,8,18,23,0,12.2,8,17.4,10.4,0,0,0,0,2.33,0.0,978.3,277,1.8,0.17,117
2021,8,19,0,0,11.9,-9,18.4,10.4,0,0,0,0,2.29,0.0,978.1,268,1.7,0.17,117
2021,8,19,1,0,11.7,-25,53.3,10.3,0,0,0,0,2.25,0.0,977.8,260,1.7,0.17,114
2021,8,19,2,0,11.5,-39,58.4,10.2,0,0,0,0,2.21,0.0,977.6,258,1.6,0.17,109
2021,8,19,3,0,11.4,-53,50.6,10.0,0,0,0,0,2.17,0.0,977.5,260,1.5,0.17,102
2021,8,19,4,0,11.2,-65,39.0,9.9,0,0,0,0,2.17,0.0,977.5,264,1.4,0.17,94
2021,8,19,5,0,11.8,-76,47.6,10.2,27,0,0,27,2.16,0.0,977.6,255,1.3,0.17,84
2021,8,19,6,0,13.7,-87,67.8,10.8,64,0,0,64,2.14,0.0,977.5,243,1.5,0.17,75
2021,8,19,7,0,16.2,-99,69.6,11.3,114,0,0,114,2.13,0.0,977.4,250,2.4,0.17,65
2021,8,19,8,0,17.9,-112,57.2,11.5,229,0,0,229,2.12,0.0,977.4,259,2.9,0.17,56
2021,8,19,9,0,18.2,-127,28.4,11.6,381,130,89,469,2.09,0.0,977.5,266,2.9,0.17,47
2021,8,19,10,0,18.4,-146,37.1,11.3,458,13,10,468,2.05,0.0,977.6,273,3.3,0.17,40
2021,8,19,11,0,19.8,-169,59.2,10.7,323,0,0,323,2.06,0.0,977.4,279,3.8,0.17,37
2021,8,19,12,0,21.5,167,40.1,10.4,432,50,40,471,2.13,0.0,977.0,282,3.8,0.17,37
2021,8,19,13,0,22.2,144,39.3,10.5,305,182,134,438,2.25,0.0,976.5,278,3.8,0.17,41
2021,8,19,14,0,21.5,126,49.3,11.1,291,47,34,325,2.43,0.0,976.4,277,3.4,0.17,48
2021,8,19,15,0,21.0,111,47.4,11.7,263,0,0,263,2.56,0.0,976.6,290,2.8,0.17,56
2021,8,19,16,0,21.1,98,16.0,12.1,185,258,98,283,2.6,0.0,976.8,305,2.5,0.17,66
2021,8,19,17,0,20.5,87,6.7,12.6,85,324,87,172,2.59,0.0,976.9,308,1.7,0.17,76
2021,8,19,18,0,18.8,75,15.8,12.3,28,103,14,42,2.56,0.0,976.9,301,1.0,0.17,85
2021,8,19,19,0,17.1,64,0.7,11.6,0,0,0,0,2.54,0.0,977.3,300,1.0,0.17,94
2021,8,19,20,0,16.1,52,0.0,11.4,0,0,0,0,2.53,0.0,977.7,306,1.2,0.17,103
2021,8,19,21,0,15.3,38,0.0,11.3,0,0,0,0,2.54,0.0,978.0,309,1.3,0.17,110
2021,8,19,22,0,14.9,24,0.0,11.3,0,0,0,0,2.56,0.0,978.2,309,1.4,0.17,115
2021,8,19,23,0,14.6,8,0.0,11.2,0,0,0,0,2.57,0.0,978.4,304,1.4,0.17,117
2021,8,20,0,0,14.2,-9,35.2,11.1,0,0,0,0,2.56,0.0,978.4,301,1.4,0.17,117
2021,8,20,1,0,13.8,-25,79.0,11.0,0,0,0,0,2.54,0.0,978.3,302,1.4,0.17,115
2021,8,20,2,0,13.5,-39,67.5,11.0,0,0,0,0,2.53,0.0,978.2,303,1.3,0.17,109
2021,8,20,3,0,13.2,-53,65.6,10.9,0,0,0,0,2.53,0.0,978.1,301,1.2,0.17,102
2021,8,20,4,0,13.0,-65,66.7,10.8,0,0,0,0,2.52,0.0,978.1,298,1.1,0.17,94
2021,8,20,5,0,13.6,-76,56.7,11.1,18,0,0,18,2.5,0.0,978.4,301,1.0,0.17,85
2021,8,20,6,0,15.4,-87,69.2,11.5,62,0,0,62,2.5,0.0,978.6,287,0.9,0.17,75
2021,8,20,7,0,17.6,-99,32.4,11.9,203,96,44,247,2.53,0.0,978.7,257,1.1,0.17,65
2021,8,20,8,0,19.4,-112,11.8,12.3,218,409,235,453,2.55,0.0,978.7,245,1.4,0.17,56
2021,8,20,9,0,20.7,-127,9.9,12.4,239,503,334,573,2.55,0.0,978.7,243,1.6,0.17,47
2021,8,20,10,0,21.4,-146,42.9,12.3,397,26,19,416,2.55,0.0,978.5,246,1.7,0.17,41
2021,8,20,11,0,21.8,-169,54.5,12.2,354,0,0,354,2.56,0.0,978.5,260,1.9,0.17,37
2021,8,20,12,0,21.9,167,61.6,12.1,299,0,0,299,2.53,0.0,978.5,280,2.3,0.17,37
2021,8,20,13,0,22.3,145,67.8,11.9,234,0,0,234,2.47,0.0,978.4,299,2.5,0.17,41
2021,8,20,14,0,22.6,126,82.5,11.7,107,0,0,107,2.44,0.0,978.3,317,2.6,0.17,48
2021,8,20,15,0,22.5,111,27.9,11.7,267,162,85,352,2.45,0.0,978.3,328,2.4,0.17,57
2021,8,20,16,0,22.1,98,13.9,11.9,178,290,108,287,2.46,0.0,978.3,336,2.2,0.17,66
2021,8,20,17,0,21.0,87,3.0,12.3,75,387,98,173,2.46,0.0,978.4,351,1.9,0.17,76
2021,8,20,18,0,19.0,76,27.8,11.9,23,119,16,39,2.46,0.0,978.6,8,1.7,0.17,86
2021,8,20,19,0,17.2,64,40.1,11.1,0,0,0,0,2.45,0.0,979.1,356,1.4,0.17,95
2021,8,20,20,0,16.3,52,49.8,10.9,0,0,0,0,2.48,0.0,979.6,328,1.4,0.17,103
2021,8,20,21,0,15.8,39,52.7,10.9,0,0,0,0,2.53,0.0,980.0,317,1.5,0.17,110
2021,8,20,22,0,15.4,24,39.9,11.1,0,0,0,0,2.58,0.0,980.3,318,1.5,0.17,115
2021,8,20,23,0,15.1,8,21.6,11.2,0,0,0,0,2.62,0.0,980.4,321,1.6,0.17,118
2021,8,21,0,0,14.9,-9,8.5,11.3,0,0,0,0,2.63,0.0,980.5,322,1.6,0.17,118
2021,8,21,1,0,14.7,-25,10.3,11.4,0,0,0,0,2.61,0.0,980.5,322,1.6,0.17,115
2021,8,21,2,0,14.3,-40,0.0,11.5,0,0,0,0,2.57,0.0,980.5,322,1.7,0.17,110
2021,8,21,3,0,13.9,-53,0.0,11.5,0,0,0,0,2.53,0.0,980.5,323,1.6,0.17,103
2021,8,21,4,0,13.8,-65,0.0,11.6,0,1,0,0,2.49,0.0,980.6,324,1.6,0.17,94
2021,8,21,5,0,14.6,-77,14.6,11.9,37,25,3,39,2.43,0.0,980.8,330,1.4,0.17,85
2021,8,21,6,0,16.2,-88,15.6,12.3,118,150,40,158,2.37,0.0,981.1,341,1.2,0.17,75
2021,8,21,7,0,17.6,-99,2.4,12.5,117,532,226,343,2.32,0.0,981.5,360,1.1,0.17,65
2021,8,21,8,0,18.9,-112,0.0,12.4,132,665,372,504,2.29,0.0,981.8,19,1.3,0.17,56
2021,8,21,9,0,20.6,-128,0.0,11.9,149,717,484,633,2.25,0.0,981.9,31,1.5,0.17,48
2021,8,21,10,0,22.3,-146,0.0,11.6,161,747,565,725,2.23,0.0,981.8,43,1.2,0.17,41
2021,8,21,11,0,23.5,-169,11.1,11.7,322,456,362,684,2.24,0.0,981.5,62,0.5,0.17,37
2021,8,21,12,0,24.2,167,31.3,11.7,471,65,52,524,2.28,0.0,981.4,201,0.3,0.17,37
2021,8,21,13,0,23.9,145,26.6,11.5,453,84,62,514,2.32,0.0,981.3,238,0.7,0.17,41
2021,8,21,14,0,23.0,126,22.3,12.0,386,129,85,471,2.33,0.0,981.2,260,0.6,0.17,48
2021,8,21,15,0,22.5,111,20.5,12.7,299,149,82,381,2.3,0.0,981.0,287,0.1,0.17,57
2021,8,21,16,0,22.5,98,23.7,12.7,210,92,36,246,2.28,0.0,980.8,48,0.3,0.17,66
2021,8,21,17,0,21.9,87,11.9,12.9,96,195,53,149,2.31,0.0,980.6,38,0.6,0.17,76
2021,8,21,18,0,20.0,76,25.3,12.6,27,0,0,27,2.37,0.0,980.6,40,0.8,0.17,86
2021,8,21,19,0,18.5,64,4.2,11.7,0,0,0,0,2.42,0.0,980.8,52,0.8,0.17,95
2021,8,21,20,0,18.4,52,0.8,11.5,0,0,0,0,2.48,0.0,981.1,58,0.8,0.17,103
2021,8,21,21,0,18.8,39,0.0,11.5,0,0,0,0,2.58,0.0,981.2,61,0.8,0.17,110
2021,8,21,22,0,18.8,24,6.0,11.4,0,0,0,0,2.68,0.0,981.2,65,0.9,0.17,115
2021,8,21,23,0,18.6,8,11.7,11.3,0,0,0,0,2.75,0.0,981.0,71,0.9,0.17,118
2021,8,22,0,0,18.4,-9,17.2,11.3,0,0,0,0,2.79,0.0,980.6,82,0.9,0.16,118
2021,8,22,1,0,18.1,-25,42.6,11.3,0,0,0,0,2.81,0.0,980.2,94,0.9,0.16,115
2021,8,22,2,0,17.8,-40,49.7,11.2,0,0,0,0,2.79,0.0,979.8,102,0.9,0.16,110
2021,8,22,3,0,17.1,-53,42.6,11.1,0,0,0,0,2.75,0.0,979.5,104,0.9,0.16,103
2021,8,22,4,0,16.3,-65,64.3,11.0,0,0,0,0,2.73,0.0,979.3,109,0.9,0.16,94
2021,8,22,5,0,16.4,-77,50.6,11.3,20,0,0,20,2.73,0.0,979.4,110,0.8,0.16,85
2021,8,22,6,0,17.6,-88,22.4,11.7,116,2,1,117,2.73,0.0,979.7,121,0.8,0.16,75
2021,8,22,7,0,19.2,-100,18.1,11.9,222,37,17,239,2.64,0.0,979.8,140,1.3,0.16,66
2021,8,22,8,0,20.6,-113,11.4,12.0,288,194,107,395,2.53,0.0,979.9,152,2.0,0.16,56
2021,8,22,9,0,22.1,-128,12.1,12.2,334,273,184,518,2.52,0.0,979.9,160,2.7,0.16,48
2021,8,22,10,0,23.1,-147,43.9,12.4,331,71,52,383,2.67,0.0,979.8,177,2.9,0.16,41
2021,8,22,11,0,23.7,-169,79.1,12.7,154,0,0,154,2.99,0.0,979.8,201,2.9,0.16,37
2021,8,22,12,0,23.8,167,58.9,13.0,301,0,0,301,3.18,0.0,979.5,221,2.7,0.16,38
